SUBMERCADO;PERIODO_COMERCIALIZACAO;PLD_HORA;DATAHORA
NORDESTE;673;319.88;2025-10-29 00:00:00
NORTE;673;319.89;2025-10-29 00:00:00
SUDESTE;673;319.89;2025-10-29 00:00:00
SUL;673;319.88;2025-10-29 00:00:00
NORDESTE;674;312.19;2025-10-29 01:00:00
NORTE;674;312.2;2025-10-29 01:00:00
SUDESTE;674;312.2;2025-10-29 01:00:00
SUL;674;312.19;2025-10-29 01:00:00
NORDESTE;675;306.05;2025-10-29 02:00:00
NORTE;675;306.06;2025-10-29 02:00:00
SUDESTE;675;306.06;2025-10-29 02:00:00
SUL;675;306.05;2025-10-29 02:00:00
NORDESTE;676;304.68;2025-10-29 03:00:00
NORTE;676;304.69;2025-10-29 03:00:00
SUDESTE;676;304.69;2025-10-29 03:00:00
SUL;676;304.68;2025-10-29 03:00:00
NORDESTE;677;305.96;2025-10-29 04:00:00
NORTE;677;305.97;2025-10-29 04:00:00
SUDESTE;677;305.97;2025-10-29 04:00:00
SUL;677;305.96;2025-10-29 04:00:00
NORDESTE;678;308.73;2025-10-29 05:00:00
NORTE;678;308.74;2025-10-29 05:00:00
SUDESTE;678;308.74;2025-10-29 05:00:00
SUL;678;308.73;2025-10-29 05:00:00
NORDESTE;679;58.6;2025-10-29 06:00:00
NORTE;679;301.89;2025-10-29 06:00:00
SUDESTE;679;301.89;2025-10-29 06:00:00
SUL;679;301.88;2025-10-29 06:00:00
NORDESTE;680;58.6;2025-10-29 07:00:00
NORTE;680;294.67;2025-10-29 07:00:00
SUDESTE;680;294.67;2025-10-29 07:00:00
SUL;680;294.67;2025-10-29 07:00:00
NORDESTE;681;58.6;2025-10-29 08:00:00
NORTE;681;290.38;2025-10-29 08:00:00
SUDESTE;681;290.38;2025-10-29 08:00:00
SUL;681;290.39;2025-10-29 08:00:00
NORDESTE;682;135.76;2025-10-29 09:00:00
NORTE;682;274.32;2025-10-29 09:00:00
SUDESTE;682;274.32;2025-10-29 09:00:00
SUL;682;274.33;2025-10-29 09:00:00
NORDESTE;683;279.42;2025-10-29 10:00:00
NORTE;683;279.43;2025-10-29 10:00:00
SUDESTE;683;279.43;2025-10-29 10:00:00
SUL;683;279.44;2025-10-29 10:00:00
NORDESTE;684;293.07;2025-10-29 11:00:00
NORTE;684;293.08;2025-10-29 11:00:00
SUDESTE;684;293.07;2025-10-29 11:00:00
SUL;684;293.08;2025-10-29 11:00:00
NORDESTE;685;286.64;2025-10-29 12:00:00
NORTE;685;286.65;2025-10-29 12:00:00
SUDESTE;685;286.65;2025-10-29 12:00:00
SUL;685;286.65;2025-10-29 12:00:00
NORDESTE;686;303.85;2025-10-29 13:00:00
NORTE;686;303.86;2025-10-29 13:00:00
SUDESTE;686;303.86;2025-10-29 13:00:00
SUL;686;303.85;2025-10-29 13:00:00
NORDESTE;687;314.12;2025-10-29 14:00:00
NORTE;687;314.13;2025-10-29 14:00:00
SUDESTE;687;314.13;2025-10-29 14:00:00
SUL;687;314.12;2025-10-29 14:00:00
NORDESTE;688;321.07;2025-10-29 15:00:00
NORTE;688;321.08;2025-10-29 15:00:00
SUDESTE;688;321.08;2025-10-29 15:00:00
SUL;688;321.07;2025-10-29 15:00:00
NORDESTE;689;338.02;2025-10-29 16:00:00
NORTE;689;338.03;2025-10-29 16:00:00
SUDESTE;689;338.03;2025-10-29 16:00:00
SUL;689;338.02;2025-10-29 16:00:00
NORDESTE;690;346.55;2025-10-29 17:00:00
NORTE;690;347.85;2025-10-29 17:00:00
SUDESTE;690;347.85;2025-10-29 17:00:00
SUL;690;347.84;2025-10-29 17:00:00
NORDESTE;691;342.3;2025-10-29 18:00:00
NORTE;691;357.12;2025-10-29 18:00:00
SUDESTE;691;357.12;2025-10-29 18:00:00
SUL;691;357.12;2025-10-29 18:00:00
NORDESTE;692;332.94;2025-10-29 19:00:00
NORTE;692;362.0;2025-10-29 19:00:00
SUDESTE;692;362.0;2025-10-29 19:00:00
SUL;692;362.0;2025-10-29 19:00:00
NORDESTE;693;324.06;2025-10-29 20:00:00
NORTE;693;357.85;2025-10-29 20:00:00
SUDESTE;693;357.86;2025-10-29 20:00:00
SUL;693;357.85;2025-10-29 20:00:00
NORDESTE;694;326.5;2025-10-29 21:00:00
NORTE;694;351.17;2025-10-29 21:00:00
SUDESTE;694;351.17;2025-10-29 21:00:00
SUL;694;351.16;2025-10-29 21:00:00
NORDESTE;695;336.18;2025-10-29 22:00:00
NORTE;695;350.16;2025-10-29 22:00:00
SUDESTE;695;350.17;2025-10-29 22:00:00
SUL;695;350.16;2025-10-29 22:00:00
NORDESTE;696;332.63;2025-10-29 23:00:00
NORTE;696;334.84;2025-10-29 23:00:00
SUDESTE;696;334.84;2025-10-29 23:00:00
SUL;696;334.83;2025-10-29 23:00:00
NORDESTE;649;315.0;2025-10-28 00:00:00
NORTE;649;315.01;2025-10-28 00:00:00
SUDESTE;649;315.01;2025-10-28 00:00:00
SUL;649;315.0;2025-10-28 00:00:00
NORDESTE;650;305.38;2025-10-28 01:00:00
NORTE;650;305.39;2025-10-28 01:00:00
SUDESTE;650;305.39;2025-10-28 01:00:00
SUL;650;305.38;2025-10-28 01:00:00
NORDESTE;651;302.3;2025-10-28 02:00:00
NORTE;651;302.31;2025-10-28 02:00:00
SUDESTE;651;302.31;2025-10-28 02:00:00
SUL;651;302.3;2025-10-28 02:00:00
NORDESTE;652;300.12;2025-10-28 03:00:00
NORTE;652;300.13;2025-10-28 03:00:00
SUDESTE;652;300.13;2025-10-28 03:00:00
SUL;652;300.12;2025-10-28 03:00:00
NORDESTE;653;302.1;2025-10-28 04:00:00
NORTE;653;302.11;2025-10-28 04:00:00
SUDESTE;653;302.11;2025-10-28 04:00:00
SUL;653;302.1;2025-10-28 04:00:00
NORDESTE;654;302.82;2025-10-28 05:00:00
NORTE;654;302.83;2025-10-28 05:00:00
SUDESTE;654;302.83;2025-10-28 05:00:00
SUL;654;302.82;2025-10-28 05:00:00
NORDESTE;655;58.6;2025-10-28 06:00:00
NORTE;655;297.15;2025-10-28 06:00:00
SUDESTE;655;297.15;2025-10-28 06:00:00
SUL;655;297.15;2025-10-28 06:00:00
NORDESTE;656;58.6;2025-10-28 07:00:00
NORTE;656;282.16;2025-10-28 07:00:00
SUDESTE;656;290.23;2025-10-28 07:00:00
SUL;656;290.23;2025-10-28 07:00:00
NORDESTE;657;58.6;2025-10-28 08:00:00
NORTE;657;190.85;2025-10-28 08:00:00
SUDESTE;657;285.72;2025-10-28 08:00:00
SUL;657;285.72;2025-10-28 08:00:00
NORDESTE;658;58.6;2025-10-28 09:00:00
NORTE;658;189.76;2025-10-28 09:00:00
SUDESTE;658;272.79;2025-10-28 09:00:00
SUL;658;272.8;2025-10-28 09:00:00
NORDESTE;659;135.67;2025-10-28 10:00:00
NORTE;659;186.1;2025-10-28 10:00:00
SUDESTE;659;271.39;2025-10-28 10:00:00
SUL;659;271.4;2025-10-28 10:00:00
NORDESTE;660;282.42;2025-10-28 11:00:00
NORTE;660;282.43;2025-10-28 11:00:00
SUDESTE;660;282.43;2025-10-28 11:00:00
SUL;660;282.44;2025-10-28 11:00:00
NORDESTE;661;283.97;2025-10-28 12:00:00
NORTE;661;283.98;2025-10-28 12:00:00
SUDESTE;661;283.98;2025-10-28 12:00:00
SUL;661;283.98;2025-10-28 12:00:00
NORDESTE;662;298.19;2025-10-28 13:00:00
NORTE;662;298.2;2025-10-28 13:00:00
SUDESTE;662;298.2;2025-10-28 13:00:00
SUL;662;298.19;2025-10-28 13:00:00
NORDESTE;663;306.76;2025-10-28 14:00:00
NORTE;663;306.77;2025-10-28 14:00:00
SUDESTE;663;306.76;2025-10-28 14:00:00
SUL;663;306.75;2025-10-28 14:00:00
NORDESTE;664;315.85;2025-10-28 15:00:00
NORTE;664;315.86;2025-10-28 15:00:00
SUDESTE;664;315.86;2025-10-28 15:00:00
SUL;664;315.85;2025-10-28 15:00:00
NORDESTE;665;329.55;2025-10-28 16:00:00
NORTE;665;329.57;2025-10-28 16:00:00
SUDESTE;665;329.57;2025-10-28 16:00:00
SUL;665;329.56;2025-10-28 16:00:00
NORDESTE;666;336.15;2025-10-28 17:00:00
NORTE;666;346.34;2025-10-28 17:00:00
SUDESTE;666;346.34;2025-10-28 17:00:00
SUL;666;346.33;2025-10-28 17:00:00
NORDESTE;667;330.57;2025-10-28 18:00:00
NORTE;667;355.62;2025-10-28 18:00:00
SUDESTE;667;355.62;2025-10-28 18:00:00
SUL;667;355.61;2025-10-28 18:00:00
NORDESTE;668;319.98;2025-10-28 19:00:00
NORTE;668;353.93;2025-10-28 19:00:00
SUDESTE;668;356.16;2025-10-28 19:00:00
SUL;668;356.16;2025-10-28 19:00:00
NORDESTE;669;310.81;2025-10-28 20:00:00
NORTE;669;352.23;2025-10-28 20:00:00
SUDESTE;669;352.23;2025-10-28 20:00:00
SUL;669;352.22;2025-10-28 20:00:00
NORDESTE;670;312.65;2025-10-28 21:00:00
NORTE;670;351.89;2025-10-28 21:00:00
SUDESTE;670;351.89;2025-10-28 21:00:00
SUL;670;351.88;2025-10-28 21:00:00
NORDESTE;671;318.51;2025-10-28 22:00:00
NORTE;671;342.49;2025-10-28 22:00:00
SUDESTE;671;342.49;2025-10-28 22:00:00
SUL;671;342.48;2025-10-28 22:00:00
NORDESTE;672;312.48;2025-10-28 23:00:00
NORTE;672;320.98;2025-10-28 23:00:00
SUDESTE;672;320.98;2025-10-28 23:00:00
SUL;672;320.98;2025-10-28 23:00:00
NORDESTE;625;311.28;2025-10-27 00:00:00
NORTE;625;311.29;2025-10-27 00:00:00
SUDESTE;625;311.29;2025-10-27 00:00:00
SUL;625;311.28;2025-10-27 00:00:00
NORDESTE;626;304.24;2025-10-27 01:00:00
NORTE;626;304.25;2025-10-27 01:00:00
SUDESTE;626;304.25;2025-10-27 01:00:00
SUL;626;304.24;2025-10-27 01:00:00
NORDESTE;627;302.42;2025-10-27 02:00:00
NORTE;627;302.43;2025-10-27 02:00:00
SUDESTE;627;302.43;2025-10-27 02:00:00
SUL;627;302.42;2025-10-27 02:00:00
NORDESTE;628;302.37;2025-10-27 03:00:00
NORTE;628;302.38;2025-10-27 03:00:00
SUDESTE;628;302.38;2025-10-27 03:00:00
SUL;628;302.37;2025-10-27 03:00:00
NORDESTE;629;302.49;2025-10-27 04:00:00
NORTE;629;302.5;2025-10-27 04:00:00
SUDESTE;629;302.5;2025-10-27 04:00:00
SUL;629;302.49;2025-10-27 04:00:00
NORDESTE;630;303.03;2025-10-27 05:00:00
NORTE;630;303.04;2025-10-27 05:00:00
SUDESTE;630;303.04;2025-10-27 05:00:00
SUL;630;303.03;2025-10-27 05:00:00
NORDESTE;631;58.6;2025-10-27 06:00:00
NORTE;631;297.27;2025-10-27 06:00:00
SUDESTE;631;297.27;2025-10-27 06:00:00
SUL;631;297.27;2025-10-27 06:00:00
NORDESTE;632;58.6;2025-10-27 07:00:00
NORTE;632;292.84;2025-10-27 07:00:00
SUDESTE;632;292.9;2025-10-27 07:00:00
SUL;632;292.91;2025-10-27 07:00:00
NORDESTE;633;58.6;2025-10-27 08:00:00
NORTE;633;285.84;2025-10-27 08:00:00
SUDESTE;633;293.83;2025-10-27 08:00:00
SUL;633;293.84;2025-10-27 08:00:00
NORDESTE;634;58.6;2025-10-27 09:00:00
NORTE;634;191.24;2025-10-27 09:00:00
SUDESTE;634;290.35;2025-10-27 09:00:00
SUL;634;290.36;2025-10-27 09:00:00
NORDESTE;635;146.87;2025-10-27 10:00:00
NORTE;635;242.5;2025-10-27 10:00:00
SUDESTE;635;292.19;2025-10-27 10:00:00
SUL;635;292.2;2025-10-27 10:00:00
NORDESTE;636;294.64;2025-10-27 11:00:00
NORTE;636;294.65;2025-10-27 11:00:00
SUDESTE;636;294.65;2025-10-27 11:00:00
SUL;636;294.65;2025-10-27 11:00:00
NORDESTE;637;295.58;2025-10-27 12:00:00
NORTE;637;295.59;2025-10-27 12:00:00
SUDESTE;637;295.59;2025-10-27 12:00:00
SUL;637;295.59;2025-10-27 12:00:00
NORDESTE;638;305.61;2025-10-27 13:00:00
NORTE;638;305.62;2025-10-27 13:00:00
SUDESTE;638;305.61;2025-10-27 13:00:00
SUL;638;305.6;2025-10-27 13:00:00
NORDESTE;639;311.32;2025-10-27 14:00:00
NORTE;639;311.33;2025-10-27 14:00:00
SUDESTE;639;311.33;2025-10-27 14:00:00
SUL;639;311.32;2025-10-27 14:00:00
NORDESTE;640;320.02;2025-10-27 15:00:00
NORTE;640;320.03;2025-10-27 15:00:00
SUDESTE;640;320.03;2025-10-27 15:00:00
SUL;640;320.02;2025-10-27 15:00:00
NORDESTE;641;332.99;2025-10-27 16:00:00
NORTE;641;333.0;2025-10-27 16:00:00
SUDESTE;641;333.0;2025-10-27 16:00:00
SUL;641;332.99;2025-10-27 16:00:00
NORDESTE;642;344.18;2025-10-27 17:00:00
NORTE;642;345.65;2025-10-27 17:00:00
SUDESTE;642;345.65;2025-10-27 17:00:00
SUL;642;345.64;2025-10-27 17:00:00
NORDESTE;643;338.85;2025-10-27 18:00:00
NORTE;643;360.59;2025-10-27 18:00:00
SUDESTE;643;360.6;2025-10-27 18:00:00
SUL;643;360.59;2025-10-27 18:00:00
NORDESTE;644;327.91;2025-10-27 19:00:00
NORTE;644;362.51;2025-10-27 19:00:00
SUDESTE;644;362.51;2025-10-27 19:00:00
SUL;644;362.5;2025-10-27 19:00:00
NORDESTE;645;311.88;2025-10-27 20:00:00
NORTE;645;356.02;2025-10-27 20:00:00
SUDESTE;645;358.13;2025-10-27 20:00:00
SUL;645;358.12;2025-10-27 20:00:00
NORDESTE;646;314.67;2025-10-27 21:00:00
NORTE;646;356.84;2025-10-27 21:00:00
SUDESTE;646;356.84;2025-10-27 21:00:00
SUL;646;356.83;2025-10-27 21:00:00
NORDESTE;647;323.31;2025-10-27 22:00:00
NORTE;647;348.79;2025-10-27 22:00:00
SUDESTE;647;348.8;2025-10-27 22:00:00
SUL;647;348.79;2025-10-27 22:00:00
NORDESTE;648;325.23;2025-10-27 23:00:00
NORTE;648;328.87;2025-10-27 23:00:00
SUDESTE;648;328.87;2025-10-27 23:00:00
SUL;648;328.86;2025-10-27 23:00:00
NORDESTE;601;307.21;2025-10-26 00:00:00
NORTE;601;307.22;2025-10-26 00:00:00
SUDESTE;601;307.22;2025-10-26 00:00:00
SUL;601;307.21;2025-10-26 00:00:00
NORDESTE;602;296.43;2025-10-26 01:00:00
NORTE;602;296.44;2025-10-26 01:00:00
SUDESTE;602;296.44;2025-10-26 01:00:00
SUL;602;296.43;2025-10-26 01:00:00
NORDESTE;603;291.18;2025-10-26 02:00:00
NORTE;603;291.19;2025-10-26 02:00:00
SUDESTE;603;291.19;2025-10-26 02:00:00
SUL;603;291.18;2025-10-26 02:00:00
NORDESTE;604;184.13;2025-10-26 03:00:00
NORTE;604;285.93;2025-10-26 03:00:00
SUDESTE;604;285.93;2025-10-26 03:00:00
SUL;604;285.92;2025-10-26 03:00:00
NORDESTE;605;188.86;2025-10-26 04:00:00
NORTE;605;285.48;2025-10-26 04:00:00
SUDESTE;605;285.48;2025-10-26 04:00:00
SUL;605;285.47;2025-10-26 04:00:00
NORDESTE;606;94.94;2025-10-26 05:00:00
NORTE;606;274.56;2025-10-26 05:00:00
SUDESTE;606;274.56;2025-10-26 05:00:00
SUL;606;274.55;2025-10-26 05:00:00
NORDESTE;607;58.6;2025-10-26 06:00:00
NORTE;607;58.6;2025-10-26 06:00:00
SUDESTE;607;58.6;2025-10-26 06:00:00
SUL;607;58.6;2025-10-26 06:00:00
NORDESTE;608;58.6;2025-10-26 07:00:00
NORTE;608;58.6;2025-10-26 07:00:00
SUDESTE;608;58.6;2025-10-26 07:00:00
SUL;608;58.6;2025-10-26 07:00:00
NORDESTE;609;58.6;2025-10-26 08:00:00
NORTE;609;58.6;2025-10-26 08:00:00
SUDESTE;609;58.6;2025-10-26 08:00:00
SUL;609;58.6;2025-10-26 08:00:00
NORDESTE;610;58.6;2025-10-26 09:00:00
NORTE;610;58.6;2025-10-26 09:00:00
SUDESTE;610;58.6;2025-10-26 09:00:00
SUL;610;58.6;2025-10-26 09:00:00
NORDESTE;611;58.6;2025-10-26 10:00:00
NORTE;611;58.6;2025-10-26 10:00:00
SUDESTE;611;58.6;2025-10-26 10:00:00
SUL;611;58.6;2025-10-26 10:00:00
NORDESTE;612;58.6;2025-10-26 11:00:00
NORTE;612;58.6;2025-10-26 11:00:00
SUDESTE;612;58.6;2025-10-26 11:00:00
SUL;612;58.6;2025-10-26 11:00:00
NORDESTE;613;58.6;2025-10-26 12:00:00
NORTE;613;58.6;2025-10-26 12:00:00
SUDESTE;613;58.6;2025-10-26 12:00:00
SUL;613;58.6;2025-10-26 12:00:00
NORDESTE;614;58.6;2025-10-26 13:00:00
NORTE;614;58.6;2025-10-26 13:00:00
SUDESTE;614;58.6;2025-10-26 13:00:00
SUL;614;58.6;2025-10-26 13:00:00
NORDESTE;615;58.6;2025-10-26 14:00:00
NORTE;615;58.6;2025-10-26 14:00:00
SUDESTE;615;58.6;2025-10-26 14:00:00
SUL;615;58.6;2025-10-26 14:00:00
NORDESTE;616;58.6;2025-10-26 15:00:00
NORTE;616;58.6;2025-10-26 15:00:00
SUDESTE;616;58.6;2025-10-26 15:00:00
SUL;616;58.6;2025-10-26 15:00:00
NORDESTE;617;286.39;2025-10-26 16:00:00
NORTE;617;286.4;2025-10-26 16:00:00
SUDESTE;617;286.4;2025-10-26 16:00:00
SUL;617;286.4;2025-10-26 16:00:00
NORDESTE;618;314.53;2025-10-26 17:00:00
NORTE;618;314.54;2025-10-26 17:00:00
SUDESTE;618;314.53;2025-10-26 17:00:00
SUL;618;314.52;2025-10-26 17:00:00
NORDESTE;619;329.32;2025-10-26 18:00:00
NORTE;619;329.33;2025-10-26 18:00:00
SUDESTE;619;329.33;2025-10-26 18:00:00
SUL;619;329.32;2025-10-26 18:00:00
NORDESTE;620;304.52;2025-10-26 19:00:00
NORTE;620;329.98;2025-10-26 19:00:00
SUDESTE;620;329.98;2025-10-26 19:00:00
SUL;620;329.97;2025-10-26 19:00:00
NORDESTE;621;282.91;2025-10-26 20:00:00
NORTE;621;324.21;2025-10-26 20:00:00
SUDESTE;621;326.44;2025-10-26 20:00:00
SUL;621;326.43;2025-10-26 20:00:00
NORDESTE;622;278.03;2025-10-26 21:00:00
NORTE;622;325.65;2025-10-26 21:00:00
SUDESTE;622;325.65;2025-10-26 21:00:00
SUL;622;325.64;2025-10-26 21:00:00
NORDESTE;623;308.02;2025-10-26 22:00:00
NORTE;623;321.33;2025-10-26 22:00:00
SUDESTE;623;321.33;2025-10-26 22:00:00
SUL;623;321.32;2025-10-26 22:00:00
NORDESTE;624;309.03;2025-10-26 23:00:00
NORTE;624;316.89;2025-10-26 23:00:00
SUDESTE;624;316.89;2025-10-26 23:00:00
SUL;624;316.88;2025-10-26 23:00:00
NORDESTE;577;316.58;2025-10-25 00:00:00
NORTE;577;316.59;2025-10-25 00:00:00
SUDESTE;577;316.59;2025-10-25 00:00:00
SUL;577;316.58;2025-10-25 00:00:00
NORDESTE;578;295.56;2025-10-25 01:00:00
NORTE;578;295.57;2025-10-25 01:00:00
SUDESTE;578;295.57;2025-10-25 01:00:00
SUL;578;295.56;2025-10-25 01:00:00
NORDESTE;579;295.14;2025-10-25 02:00:00
NORTE;579;295.15;2025-10-25 02:00:00
SUDESTE;579;295.15;2025-10-25 02:00:00
SUL;579;295.14;2025-10-25 02:00:00
NORDESTE;580;200.51;2025-10-25 03:00:00
NORTE;580;292.06;2025-10-25 03:00:00
SUDESTE;580;292.06;2025-10-25 03:00:00
SUL;580;292.05;2025-10-25 03:00:00
NORDESTE;581;204.91;2025-10-25 04:00:00
NORTE;581;284.62;2025-10-25 04:00:00
SUDESTE;581;284.62;2025-10-25 04:00:00
SUL;581;284.61;2025-10-25 04:00:00
NORDESTE;582;197.55;2025-10-25 05:00:00
NORTE;582;279.58;2025-10-25 05:00:00
SUDESTE;582;279.58;2025-10-25 05:00:00
SUL;582;279.58;2025-10-25 05:00:00
NORDESTE;583;58.6;2025-10-25 06:00:00
NORTE;583;191.27;2025-10-25 06:00:00
SUDESTE;583;191.27;2025-10-25 06:00:00
SUL;583;191.27;2025-10-25 06:00:00
NORDESTE;584;58.6;2025-10-25 07:00:00
NORTE;584;58.6;2025-10-25 07:00:00
SUDESTE;584;58.6;2025-10-25 07:00:00
SUL;584;58.6;2025-10-25 07:00:00
NORDESTE;585;58.6;2025-10-25 08:00:00
NORTE;585;58.6;2025-10-25 08:00:00
SUDESTE;585;58.6;2025-10-25 08:00:00
SUL;585;58.6;2025-10-25 08:00:00
NORDESTE;586;58.6;2025-10-25 09:00:00
NORTE;586;58.6;2025-10-25 09:00:00
SUDESTE;586;58.6;2025-10-25 09:00:00
SUL;586;58.6;2025-10-25 09:00:00
NORDESTE;587;58.6;2025-10-25 10:00:00
NORTE;587;58.6;2025-10-25 10:00:00
SUDESTE;587;58.6;2025-10-25 10:00:00
SUL;587;58.6;2025-10-25 10:00:00
NORDESTE;588;58.6;2025-10-25 11:00:00
NORTE;588;58.6;2025-10-25 11:00:00
SUDESTE;588;58.6;2025-10-25 11:00:00
SUL;588;58.6;2025-10-25 11:00:00
NORDESTE;589;58.6;2025-10-25 12:00:00
NORTE;589;58.6;2025-10-25 12:00:00
SUDESTE;589;58.6;2025-10-25 12:00:00
SUL;589;58.6;2025-10-25 12:00:00
NORDESTE;590;58.6;2025-10-25 13:00:00
NORTE;590;58.6;2025-10-25 13:00:00
SUDESTE;590;58.6;2025-10-25 13:00:00
SUL;590;58.6;2025-10-25 13:00:00
NORDESTE;591;58.6;2025-10-25 14:00:00
NORTE;591;58.6;2025-10-25 14:00:00
SUDESTE;591;58.6;2025-10-25 14:00:00
SUL;591;58.6;2025-10-25 14:00:00
NORDESTE;592;243.63;2025-10-25 15:00:00
NORTE;592;243.64;2025-10-25 15:00:00
SUDESTE;592;243.64;2025-10-25 15:00:00
SUL;592;243.65;2025-10-25 15:00:00
NORDESTE;593;286.9;2025-10-25 16:00:00
NORTE;593;286.91;2025-10-25 16:00:00
SUDESTE;593;286.91;2025-10-25 16:00:00
SUL;593;286.9;2025-10-25 16:00:00
NORDESTE;594;323.54;2025-10-25 17:00:00
NORTE;594;323.55;2025-10-25 17:00:00
SUDESTE;594;323.54;2025-10-25 17:00:00
SUL;594;323.53;2025-10-25 17:00:00
NORDESTE;595;334.87;2025-10-25 18:00:00
NORTE;595;334.91;2025-10-25 18:00:00
SUDESTE;595;334.91;2025-10-25 18:00:00
SUL;595;334.9;2025-10-25 18:00:00
NORDESTE;596;273.13;2025-10-25 19:00:00
NORTE;596;333.99;2025-10-25 19:00:00
SUDESTE;596;333.99;2025-10-25 19:00:00
SUL;596;333.98;2025-10-25 19:00:00
NORDESTE;597;192.61;2025-10-25 20:00:00
NORTE;597;330.29;2025-10-25 20:00:00
SUDESTE;597;333.24;2025-10-25 20:00:00
SUL;597;333.23;2025-10-25 20:00:00
NORDESTE;598;187.88;2025-10-25 21:00:00
NORTE;598;328.54;2025-10-25 21:00:00
SUDESTE;598;328.54;2025-10-25 21:00:00
SUL;598;328.53;2025-10-25 21:00:00
NORDESTE;599;218.35;2025-10-25 22:00:00
NORTE;599;323.73;2025-10-25 22:00:00
SUDESTE;599;323.73;2025-10-25 22:00:00
SUL;599;323.72;2025-10-25 22:00:00
NORDESTE;600;253.61;2025-10-25 23:00:00
NORTE;600;320.43;2025-10-25 23:00:00
SUDESTE;600;320.43;2025-10-25 23:00:00
SUL;600;320.42;2025-10-25 23:00:00
NORDESTE;553;58.6;2025-10-24 00:00:00
NORTE;553;292.62;2025-10-24 00:00:00
SUDESTE;553;292.62;2025-10-24 00:00:00
SUL;553;292.61;2025-10-24 00:00:00
NORDESTE;554;58.6;2025-10-24 01:00:00
NORTE;554;264.56;2025-10-24 01:00:00
SUDESTE;554;264.57;2025-10-24 01:00:00
SUL;554;264.57;2025-10-24 01:00:00
NORDESTE;555;58.6;2025-10-24 02:00:00
NORTE;555;249.96;2025-10-24 02:00:00
SUDESTE;555;249.97;2025-10-24 02:00:00
SUL;555;249.97;2025-10-24 02:00:00
NORDESTE;556;58.6;2025-10-24 03:00:00
NORTE;556;236.57;2025-10-24 03:00:00
SUDESTE;556;236.57;2025-10-24 03:00:00
SUL;556;236.58;2025-10-24 03:00:00
NORDESTE;557;58.6;2025-10-24 04:00:00
NORTE;557;255.43;2025-10-24 04:00:00
SUDESTE;557;255.43;2025-10-24 04:00:00
SUL;557;255.44;2025-10-24 04:00:00
NORDESTE;558;58.6;2025-10-24 05:00:00
NORTE;558;262.79;2025-10-24 05:00:00
SUDESTE;558;262.8;2025-10-24 05:00:00
SUL;558;262.8;2025-10-24 05:00:00
NORDESTE;559;58.6;2025-10-24 06:00:00
NORTE;559;213.12;2025-10-24 06:00:00
SUDESTE;559;252.55;2025-10-24 06:00:00
SUL;559;252.55;2025-10-24 06:00:00
NORDESTE;560;58.6;2025-10-24 07:00:00
NORTE;560;58.6;2025-10-24 07:00:00
SUDESTE;560;58.6;2025-10-24 07:00:00
SUL;560;58.6;2025-10-24 07:00:00
NORDESTE;561;58.6;2025-10-24 08:00:00
NORTE;561;58.6;2025-10-24 08:00:00
SUDESTE;561;58.6;2025-10-24 08:00:00
SUL;561;58.6;2025-10-24 08:00:00
NORDESTE;562;58.6;2025-10-24 09:00:00
NORTE;562;58.6;2025-10-24 09:00:00
SUDESTE;562;58.6;2025-10-24 09:00:00
SUL;562;58.6;2025-10-24 09:00:00
NORDESTE;563;58.6;2025-10-24 10:00:00
NORTE;563;58.6;2025-10-24 10:00:00
SUDESTE;563;58.6;2025-10-24 10:00:00
SUL;563;58.6;2025-10-24 10:00:00
NORDESTE;564;58.6;2025-10-24 11:00:00
NORTE;564;58.6;2025-10-24 11:00:00
SUDESTE;564;58.6;2025-10-24 11:00:00
SUL;564;58.6;2025-10-24 11:00:00
NORDESTE;565;58.6;2025-10-24 12:00:00
NORTE;565;58.6;2025-10-24 12:00:00
SUDESTE;565;58.6;2025-10-24 12:00:00
SUL;565;58.6;2025-10-24 12:00:00
NORDESTE;566;58.6;2025-10-24 13:00:00
NORTE;566;58.6;2025-10-24 13:00:00
SUDESTE;566;58.6;2025-10-24 13:00:00
SUL;566;58.6;2025-10-24 13:00:00
NORDESTE;567;152.77;2025-10-24 14:00:00
NORTE;567;166.6;2025-10-24 14:00:00
SUDESTE;567;222.57;2025-10-24 14:00:00
SUL;567;222.58;2025-10-24 14:00:00
NORDESTE;568;251.41;2025-10-24 15:00:00
NORTE;568;271.94;2025-10-24 15:00:00
SUDESTE;568;271.94;2025-10-24 15:00:00
SUL;568;271.94;2025-10-24 15:00:00
NORDESTE;569;298.33;2025-10-24 16:00:00
NORTE;569;298.34;2025-10-24 16:00:00
SUDESTE;569;298.34;2025-10-24 16:00:00
SUL;569;298.34;2025-10-24 16:00:00
NORDESTE;570;290.35;2025-10-24 17:00:00
NORTE;570;311.13;2025-10-24 17:00:00
SUDESTE;570;311.13;2025-10-24 17:00:00
SUL;570;311.12;2025-10-24 17:00:00
NORDESTE;571;250.24;2025-10-24 18:00:00
NORTE;571;322.76;2025-10-24 18:00:00
SUDESTE;571;322.76;2025-10-24 18:00:00
SUL;571;322.75;2025-10-24 18:00:00
NORDESTE;572;215.16;2025-10-24 19:00:00
NORTE;572;324.32;2025-10-24 19:00:00
SUDESTE;572;324.32;2025-10-24 19:00:00
SUL;572;324.32;2025-10-24 19:00:00
NORDESTE;573;205.76;2025-10-24 20:00:00
NORTE;573;318.76;2025-10-24 20:00:00
SUDESTE;573;318.92;2025-10-24 20:00:00
