SUBMERCADO;PERIODO_COMERCIALIZACAO;PLD_HORA;DATAHORA
NORTE;29;58.6;2025-05-02 04:00:00
SUDESTE;29;58.6;2025-05-02 04:00:00
SUL;29;58.6;2025-05-02 04:00:00
NORDESTE;30;58.6;2025-05-02 05:00:00
NORTE;30;58.6;2025-05-02 05:00:00
SUDESTE;30;58.6;2025-05-02 05:00:00
SUL;30;58.6;2025-05-02 05:00:00
NORDESTE;31;58.6;2025-05-02 06:00:00
NORTE;31;58.6;2025-05-02 06:00:00
SUDESTE;31;67.53;2025-05-02 06:00:00
SUL;31;67.54;2025-05-02 06:00:00
NORDESTE;32;58.6;2025-05-02 07:00:00
NORTE;32;58.6;2025-05-02 07:00:00
SUDESTE;32;58.6;2025-05-02 07:00:00
SUL;32;58.6;2025-05-02 07:00:00
NORDESTE;33;58.6;2025-05-02 08:00:00
NORTE;33;58.6;2025-05-02 08:00:00
SUDESTE;33;58.6;2025-05-02 08:00:00
SUL;33;58.6;2025-05-02 08:00:00
NORDESTE;34;58.6;2025-05-02 09:00:00
NORTE;34;58.6;2025-05-02 09:00:00
SUDESTE;34;58.6;2025-05-02 09:00:00
SUL;34;58.6;2025-05-02 09:00:00
NORDESTE;35;58.6;2025-05-02 10:00:00
NORTE;35;58.6;2025-05-02 10:00:00
SUDESTE;35;58.6;2025-05-02 10:00:00
SUL;35;58.6;2025-05-02 10:00:00
NORDESTE;36;58.6;2025-05-02 11:00:00
NORTE;36;58.6;2025-05-02 11:00:00
SUDESTE;36;58.6;2025-05-02 11:00:00
SUL;36;58.6;2025-05-02 11:00:00
NORDESTE;37;58.6;2025-05-02 12:00:00
NORTE;37;58.6;2025-05-02 12:00:00
SUDESTE;37;58.6;2025-05-02 12:00:00
SUL;37;58.6;2025-05-02 12:00:00
NORDESTE;38;58.6;2025-05-02 13:00:00
NORTE;38;58.6;2025-05-02 13:00:00
SUDESTE;38;58.6;2025-05-02 13:00:00
SUL;38;58.6;2025-05-02 13:00:00
NORDESTE;39;58.6;2025-05-02 14:00:00
NORTE;39;58.6;2025-05-02 14:00:00
SUDESTE;39;58.6;2025-05-02 14:00:00
SUL;39;58.6;2025-05-02 14:00:00
NORDESTE;40;58.6;2025-05-02 15:00:00
NORTE;40;58.6;2025-05-02 15:00:00
SUDESTE;40;126.72;2025-05-02 15:00:00
SUL;40;139.95;2025-05-02 15:00:00
NORDESTE;41;58.6;2025-05-02 16:00:00
NORTE;41;58.6;2025-05-02 16:00:00
SUDESTE;41;273.28;2025-05-02 16:00:00
SUL;41;281.27;2025-05-02 16:00:00
NORDESTE;42;58.6;2025-05-02 17:00:00
NORTE;42;58.6;2025-05-02 17:00:00
SUDESTE;42;285.01;2025-05-02 17:00:00
SUL;42;285.02;2025-05-02 17:00:00
NORDESTE;43;58.6;2025-05-02 18:00:00
NORTE;43;58.6;2025-05-02 18:00:00
SUDESTE;43;290.81;2025-05-02 18:00:00
SUL;43;290.82;2025-05-02 18:00:00
NORDESTE;44;58.6;2025-05-02 19:00:00
NORTE;44;58.6;2025-05-02 19:00:00
SUDESTE;44;288.54;2025-05-02 19:00:00
SUL;44;288.55;2025-05-02 19:00:00
NORDESTE;45;58.6;2025-05-02 20:00:00
NORTE;45;58.6;2025-05-02 20:00:00
SUDESTE;45;284.51;2025-05-02 20:00:00
SUL;45;284.52;2025-05-02 20:00:00
NORDESTE;46;58.6;2025-05-02 21:00:00
NORTE;46;58.6;2025-05-02 21:00:00
SUDESTE;46;282.53;2025-05-02 21:00:00
SUL;46;282.67;2025-05-02 21:00:00
NORDESTE;47;58.6;2025-05-02 22:00:00
NORTE;47;58.6;2025-05-02 22:00:00
SUDESTE;47;279.02;2025-05-02 22:00:00
SUL;47;279.03;2025-05-02 22:00:00
NORDESTE;48;58.6;2025-05-02 23:00:00
NORTE;48;58.6;2025-05-02 23:00:00
SUDESTE;48;273.55;2025-05-02 23:00:00
SUL;48;273.56;2025-05-02 23:00:00
NORDESTE;49;58.6;2025-05-03 00:00:00
NORTE;49;58.6;2025-05-03 00:00:00
SUDESTE;49;63.32;2025-05-03 00:00:00
SUL;49;63.33;2025-05-03 00:00:00
NORDESTE;50;58.6;2025-05-03 01:00:00
NORTE;50;58.6;2025-05-03 01:00:00
SUDESTE;50;58.6;2025-05-03 01:00:00
SUL;50;58.6;2025-05-03 01:00:00
NORDESTE;51;58.6;2025-05-03 02:00:00
NORTE;51;58.6;2025-05-03 02:00:00
SUDESTE;51;58.6;2025-05-03 02:00:00
SUL;51;58.6;2025-05-03 02:00:00
NORDESTE;52;58.6;2025-05-03 03:00:00
NORTE;52;58.6;2025-05-03 03:00:00
SUDESTE;52;58.6;2025-05-03 03:00:00
SUL;52;58.6;2025-05-03 03:00:00
NORDESTE;53;58.6;2025-05-03 04:00:00
NORTE;53;58.6;2025-05-03 04:00:00
SUDESTE;53;58.6;2025-05-03 04:00:00
SUL;53;58.6;2025-05-03 04:00:00
NORDESTE;54;58.6;2025-05-03 05:00:00
NORTE;54;58.6;2025-05-03 05:00:00
SUDESTE;54;58.6;2025-05-03 05:00:00
SUL;54;58.6;2025-05-03 05:00:00
NORDESTE;55;58.6;2025-05-03 06:00:00
NORTE;55;58.6;2025-05-03 06:00:00
SUDESTE;55;58.6;2025-05-03 06:00:00
SUL;55;58.6;2025-05-03 06:00:00
NORDESTE;56;58.6;2025-05-03 07:00:00
NORTE;56;58.6;2025-05-03 07:00:00
SUDESTE;56;58.6;2025-05-03 07:00:00
SUL;56;58.6;2025-05-03 07:00:00
NORDESTE;57;58.6;2025-05-03 08:00:00
NORTE;57;58.6;2025-05-03 08:00:00
SUDESTE;57;58.6;2025-05-03 08:00:00
SUL;57;58.6;2025-05-03 08:00:00
NORDESTE;58;58.6;2025-05-03 09:00:00
NORTE;58;58.6;2025-05-03 09:00:00
SUDESTE;58;58.6;2025-05-03 09:00:00
SUL;58;58.6;2025-05-03 09:00:00
NORDESTE;59;58.6;2025-05-03 10:00:00
NORTE;59;58.6;2025-05-03 10:00:00
SUDESTE;59;58.6;2025-05-03 10:00:00
SUL;59;58.6;2025-05-03 10:00:00
NORDESTE;60;58.6;2025-05-03 11:00:00
NORTE;60;58.6;2025-05-03 11:00:00
SUDESTE;60;58.6;2025-05-03 11:00:00
SUL;60;58.6;2025-05-03 11:00:00
NORDESTE;61;58.6;2025-05-03 12:00:00
NORTE;61;58.6;2025-05-03 12:00:00
SUDESTE;61;58.6;2025-05-03 12:00:00
SUL;61;58.6;2025-05-03 12:00:00
NORDESTE;62;58.6;2025-05-03 13:00:00
NORTE;62;58.6;2025-05-03 13:00:00
SUDESTE;62;58.6;2025-05-03 13:00:00
SUL;62;58.6;2025-05-03 13:00:00
NORDESTE;63;58.6;2025-05-03 14:00:00
NORTE;63;58.6;2025-05-03 14:00:00
SUDESTE;63;58.6;2025-05-03 14:00:00
SUL;63;58.6;2025-05-03 14:00:00
NORDESTE;64;58.6;2025-05-03 15:00:00
NORTE;64;58.6;2025-05-03 15:00:00
SUDESTE;64;58.6;2025-05-03 15:00:00
SUL;64;58.6;2025-05-03 15:00:00
NORDESTE;65;58.6;2025-05-03 16:00:00
NORTE;65;58.6;2025-05-03 16:00:00
SUDESTE;65;105.91;2025-05-03 16:00:00
SUL;65;105.92;2025-05-03 16:00:00
NORDESTE;66;58.6;2025-05-03 17:00:00
NORTE;66;58.6;2025-05-03 17:00:00
SUDESTE;66;265.71;2025-05-03 17:00:00
SUL;66;265.72;2025-05-03 17:00:00
NORDESTE;67;58.6;2025-05-03 18:00:00
NORTE;67;58.6;2025-05-03 18:00:00
SUDESTE;67;274.31;2025-05-03 18:00:00
SUL;67;274.32;2025-05-03 18:00:00
NORDESTE;68;58.6;2025-05-03 19:00:00
NORTE;68;58.6;2025-05-03 19:00:00
SUDESTE;68;273.58;2025-05-03 19:00:00
SUL;68;273.59;2025-05-03 19:00:00
NORDESTE;69;58.6;2025-05-03 20:00:00
NORTE;69;58.6;2025-05-03 20:00:00
SUDESTE;69;270.89;2025-05-03 20:00:00
SUL;69;270.9;2025-05-03 20:00:00
NORDESTE;70;58.6;2025-05-03 21:00:00
NORTE;70;58.6;2025-05-03 21:00:00
SUDESTE;70;268.08;2025-05-03 21:00:00
SUL;70;268.09;2025-05-03 21:00:00
NORDESTE;71;58.6;2025-05-03 22:00:00
NORTE;71;58.6;2025-05-03 22:00:00
SUDESTE;71;259.96;2025-05-03 22:00:00
SUL;71;259.97;2025-05-03 22:00:00
NORDESTE;72;58.6;2025-05-03 23:00:00
NORTE;72;58.6;2025-05-03 23:00:00
SUDESTE;72;63.33;2025-05-03 23:00:00
SUL;72;63.34;2025-05-03 23:00:00
NORDESTE;73;58.6;2025-05-04 00:00:00
NORTE;73;58.6;2025-05-04 00:00:00
SUDESTE;73;58.6;2025-05-04 00:00:00
SUL;73;58.6;2025-05-04 00:00:00
NORDESTE;74;58.6;2025-05-04 01:00:00
NORTE;74;58.6;2025-05-04 01:00:00
SUDESTE;74;58.6;2025-05-04 01:00:00
SUL;74;58.6;2025-05-04 01:00:00
NORDESTE;75;58.6;2025-05-04 02:00:00
NORTE;75;58.6;2025-05-04 02:00:00
SUDESTE;75;58.6;2025-05-04 02:00:00
SUL;75;58.6;2025-05-04 02:00:00
NORDESTE;76;58.6;2025-05-04 03:00:00
NORTE;76;58.6;2025-05-04 03:00:00
SUDESTE;76;58.6;2025-05-04 03:00:00
SUL;76;58.6;2025-05-04 03:00:00
NORDESTE;77;58.6;2025-05-04 04:00:00
NORTE;77;58.6;2025-05-04 04:00:00
SUDESTE;77;58.6;2025-05-04 04:00:00
SUL;77;58.6;2025-05-04 04:00:00
NORDESTE;78;58.6;2025-05-04 05:00:00
NORTE;78;58.6;2025-05-04 05:00:00
SUDESTE;78;58.6;2025-05-04 05:00:00
SUL;78;58.6;2025-05-04 05:00:00
NORDESTE;79;58.6;2025-05-04 06:00:00
NORTE;79;58.6;2025-05-04 06:00:00
SUDESTE;79;58.6;2025-05-04 06:00:00
SUL;79;58.6;2025-05-04 06:00:00
NORDESTE;80;58.6;2025-05-04 07:00:00
NORTE;80;58.6;2025-05-04 07:00:00
SUDESTE;80;58.6;2025-05-04 07:00:00
SUL;80;58.6;2025-05-04 07:00:00
NORDESTE;81;58.6;2025-05-04 08:00:00
NORTE;81;58.6;2025-05-04 08:00:00
SUDESTE;81;58.6;2025-05-04 08:00:00
SUL;81;58.6;2025-05-04 08:00:00
NORDESTE;82;58.6;2025-05-04 09:00:00
NORTE;82;58.6;2025-05-04 09:00:00
SUDESTE;82;58.6;2025-05-04 09:00:00
SUL;82;58.6;2025-05-04 09:00:00
NORDESTE;83;58.6;2025-05-04 10:00:00
NORTE;83;58.6;2025-05-04 10:00:00
SUDESTE;83;58.6;2025-05-04 10:00:00
SUL;83;58.6;2025-05-04 10:00:00
NORDESTE;84;58.6;2025-05-04 11:00:00
NORTE;84;58.6;2025-05-04 11:00:00
SUDESTE;84;58.6;2025-05-04 11:00:00
SUL;84;58.6;2025-05-04 11:00:00
NORDESTE;85;58.6;2025-05-04 12:00:00
NORTE;85;58.6;2025-05-04 12:00:00
SUDESTE;85;58.6;2025-05-04 12:00:00
SUL;85;58.6;2025-05-04 12:00:00
NORDESTE;86;58.6;2025-05-04 13:00:00
NORTE;86;58.6;2025-05-04 13:00:00
SUDESTE;86;58.6;2025-05-04 13:00:00
SUL;86;58.6;2025-05-04 13:00:00
NORDESTE;87;58.6;2025-05-04 14:00:00
NORTE;87;58.6;2025-05-04 14:00:00
SUDESTE;87;58.6;2025-05-04 14:00:00
SUL;87;58.6;2025-05-04 14:00:00
NORDESTE;88;58.6;2025-05-04 15:00:00
NORTE;88;58.6;2025-05-04 15:00:00
SUDESTE;88;58.6;2025-05-04 15:00:00
SUL;88;58.6;2025-05-04 15:00:00
NORDESTE;89;58.6;2025-05-04 16:00:00
NORTE;89;58.6;2025-05-04 16:00:00
SUDESTE;89;58.6;2025-05-04 16:00:00
SUL;89;58.6;2025-05-04 16:00:00
NORDESTE;90;58.6;2025-05-04 17:00:00
NORTE;90;58.6;2025-05-04 17:00:00
SUDESTE;90;254.2;2025-05-04 17:00:00
SUL;90;254.21;2025-05-04 17:00:00
NORDESTE;91;58.6;2025-05-04 18:00:00
NORTE;91;58.6;2025-05-04 18:00:00
SUDESTE;91;274.18;2025-05-04 18:00:00
SUL;91;274.19;2025-05-04 18:00:00
NORDESTE;92;58.6;2025-05-04 19:00:00
NORTE;92;58.6;2025-05-04 19:00:00
SUDESTE;92;273.09;2025-05-04 19:00:00
SUL;92;273.1;2025-05-04 19:00:00
NORDESTE;93;58.6;2025-05-04 20:00:00
NORTE;93;58.6;2025-05-04 20:00:00
SUDESTE;93;272.45;2025-05-04 20:00:00
SUL;93;272.46;2025-05-04 20:00:00
NORDESTE;94;58.6;2025-05-04 21:00:00
NORTE;94;58.6;2025-05-04 21:00:00
SUDESTE;94;271.37;2025-05-04 21:00:00
SUL;94;271.38;2025-05-04 21:00:00
NORDESTE;95;58.6;2025-05-04 22:00:00
NORTE;95;58.6;2025-05-04 22:00:00
SUDESTE;95;267.63;2025-05-04 22:00:00
SUL;95;267.64;2025-05-04 22:00:00
NORDESTE;96;58.6;2025-05-04 23:00:00
NORTE;96;58.6;2025-05-04 23:00:00
SUDESTE;96;260.67;2025-05-04 23:00:00
SUL;96;260.68;2025-05-04 23:00:00
NORDESTE;97;58.6;2025-05-05 00:00:00
NORTE;97;58.6;2025-05-05 00:00:00
SUDESTE;97;58.6;2025-05-05 00:00:00
SUL;97;58.6;2025-05-05 00:00:00
NORDESTE;98;58.6;2025-05-05 01:00:00
NORTE;98;58.6;2025-05-05 01:00:00
SUDESTE;98;58.6;2025-05-05 01:00:00
SUL;98;58.6;2025-05-05 01:00:00
NORDESTE;99;58.6;2025-05-05 02:00:00
NORTE;99;58.6;2025-05-05 02:00:00
SUDESTE;99;58.6;2025-05-05 02:00:00
SUL;99;58.6;2025-05-05 02:00:00
NORDESTE;100;58.6;2025-05-05 03:00:00
NORTE;100;58.6;2025-05-05 03:00:00
SUDESTE;100;58.6;2025-05-05 03:00:00
SUL;100;58.6;2025-05-05 03:00:00
NORDESTE;101;58.6;2025-05-05 04:00:00
NORTE;101;58.6;2025-05-05 04:00:00
SUDESTE;101;58.6;2025-05-05 04:00:00
SUL;101;58.6;2025-05-05 04:00:00
NORDESTE;102;58.6;2025-05-05 05:00:00
NORTE;102;58.6;2025-05-05 05:00:00
SUDESTE;102;129.17;2025-05-05 05:00:00
SUL;102;129.18;2025-05-05 05:00:00
NORDESTE;103;58.6;2025-05-05 06:00:00
NORTE;103;58.6;2025-05-05 06:00:00
SUDESTE;103;268.78;2025-05-05 06:00:00
SUL;103;268.79;2025-05-05 06:00:00
NORDESTE;104;58.6;2025-05-05 07:00:00
NORTE;104;58.6;2025-05-05 07:00:00
SUDESTE;104;266.73;2025-05-05 07:00:00
SUL;104;272.48;2025-05-05 07:00:00
NORDESTE;105;58.6;2025-05-05 08:00:00
NORTE;105;58.6;2025-05-05 08:00:00
SUDESTE;105;130.6;2025-05-05 08:00:00
SUL;105;272.49;2025-05-05 08:00:00
NORDESTE;106;58.6;2025-05-05 09:00:00
NORTE;106;58.6;2025-05-05 09:00:00
SUDESTE;106;58.6;2025-05-05 09:00:00
SUL;106;131.69;2025-05-05 09:00:00
NORDESTE;107;58.6;2025-05-05 10:00:00
NORTE;107;58.6;2025-05-05 10:00:00
SUDESTE;107;58.6;2025-05-05 10:00:00
SUL;107;136.3;2025-05-05 10:00:00
NORDESTE;108;58.6;2025-05-05 11:00:00
NORTE;108;58.6;2025-05-05 11:00:00
SUDESTE;108;58.6;2025-05-05 11:00:00
SUL;108;272.69;2025-05-05 11:00:00
NORDESTE;109;58.6;2025-05-05 12:00:00
NORTE;109;58.6;2025-05-05 12:00:00
SUDESTE;109;58.6;2025-05-05 12:00:00
SUL;109;58.6;2025-05-05 12:00:00
NORDESTE;110;58.6;2025-05-05 13:00:00
NORTE;110;58.6;2025-05-05 13:00:00
SUDESTE;110;58.6;2025-05-05 13:00:00
SUL;110;133.73;2025-05-05 13:00:00
NORDESTE;111;58.6;2025-05-05 14:00:00
NORTE;111;58.6;2025-05-05 14:00:00
SUDESTE;111;126.25;2025-05-05 14:00:00
SUL;111;272.89;2025-05-05 14:00:00
NORDESTE;112;58.6;2025-05-05 15:00:00
NORTE;112;58.6;2025-05-05 15:00:00
SUDESTE;112;265.87;2025-05-05 15:00:00
SUL;112;274.19;2025-05-05 15:00:00
NORDESTE;113;58.6;2025-05-05 16:00:00
NORTE;113;58.6;2025-05-05 16:00:00
SUDESTE;113;274.48;2025-05-05 16:00:00
SUL;113;275.57;2025-05-05 16:00:00
NORDESTE;114;58.6;2025-05-05 17:00:00
NORTE;114;58.6;2025-05-05 17:00:00
SUDESTE;114;279.29;2025-05-05 17:00:00
SUL;114;279.3;2025-05-05 17:00:00
NORDESTE;115;58.6;2025-05-05 18:00:00
NORTE;115;58.6;2025-05-05 18:00:00
SUDESTE;115;286.72;2025-05-05 18:00:00
SUL;115;286.72;2025-05-05 18:00:00
NORDESTE;116;58.6;2025-05-05 19:00:00
NORTE;116;58.6;2025-05-05 19:00:00
SUDESTE;116;283.34;2025-05-05 19:00:00
SUL;116;283.35;2025-05-05 19:00:00
NORDESTE;117;58.6;2025-05-05 20:00:00
NORTE;117;58.6;2025-05-05 20:00:00
SUDESTE;117;280.72;2025-05-05 20:00:00
SUL;117;280.73;2025-05-05 20:00:00
NORDESTE;118;58.6;2025-05-05 21:00:00
NORTE;118;58.6;2025-05-05 21:00:00
SUDESTE;118;278.56;2025-05-05 21:00:00
SUL;118;278.57;2025-05-05 21:00:00
NORDESTE;119;58.6;2025-05-05 22:00:00
NORTE;119;58.6;2025-05-05 22:00:00
SUDESTE;119;275.47;2025-05-05 22:00:00
SUL;119;275.48;2025-05-05 22:00:00
NORDESTE;120;58.6;2025-05-05 23:00:00
NORTE;120;58.6;2025-05-05 23:00:00
SUDESTE;120;272.99;2025-05-05 23:00:00
SUL;120;273.0;2025-05-05 23:00:00
NORDESTE;121;58.6;2025-05-06 00:00:00
NORTE;121;58.6;2025-05-06 00:00:00
SUDESTE;121;269.3;2025-05-06 00:00:00
SUL;121;269.31;2025-05-06 00:00:00
NORDESTE;122;58.6;2025-05-06 01:00:00
NORTE;122;58.6;2025-05-06 01:00:00
SUDESTE;122;261.11;2025-05-06 01:00:00
SUL;122;261.12;2025-05-06 01:00:00
NORDESTE;123;58.6;2025-05-06 02:00:00
NORTE;123;58.6;2025-05-06 02:00:00
SUDESTE;123;125.39;2025-05-06 02:00:00
SUL;123;125.4;2025-05-06 02:00:00
NORDESTE;124;58.6;2025-05-06 03:00:00
NORTE;124;58.6;2025-05-06 03:00:00
SUDESTE;124;58.6;2025-05-06 03:00:00
SUL;124;58.6;2025-05-06 03:00:00
NORDESTE;125;58.6;2025-05-06 04:00:00
NORTE;125;58.6;2025-05-06 04:00:00
SUDESTE;125;126.67;2025-05-06 04:00:00
SUL;125;126.68;2025-05-06 04:00:00
NORDESTE;126;58.6;2025-05-06 05:00:00
NORTE;126;58.6;2025-05-06 05:00:00
SUDESTE;126;266.39;2025-05-06 05:00:00
SUL;126;266.4;2025-05-06 05:00:00
NORDESTE;127;58.6;2025-05-06 06:00:00
NORTE;127;58.6;2025-05-06 06:00:00
SUDESTE;127;273.36;2025-05-06 06:00:00
SUL;127;273.37;2025-05-06 06:00:00
NORDESTE;128;58.6;2025-05-06 07:00:00
NORTE;128;58.6;2025-05-06 07:00:00
SUDESTE;128;272.38;2025-05-06 07:00:00
SUL;128;273.24;2025-05-06 07:00:00
NORDESTE;129;58.6;2025-05-06 08:00:00
NORTE;129;58.6;2025-05-06 08:00:00
SUDESTE;129;268.34;2025-05-06 08:00:00
SUL;129;272.69;2025-05-06 08:00:00
NORDESTE;130;58.6;2025-05-06 09:00:00
NORTE;130;58.6;2025-05-06 09:00:00
SUDESTE;130;58.6;2025-05-06 09:00:00
SUL;130;273.83;2025-05-06 09:00:00
NORDESTE;131;58.6;2025-05-06 10:00:00
NORTE;131;58.6;2025-05-06 10:00:00
SUDESTE;131;58.6;2025-05-06 10:00:00
SUL;131;273.12;2025-05-06 10:00:00
NORDESTE;132;58.6;2025-05-06 11:00:00
NORTE;132;58.6;2025-05-06 11:00:00
SUDESTE;132;58.6;2025-05-06 11:00:00
SUL;132;272.78;2025-05-06 11:00:00
NORDESTE;133;58.6;2025-05-06 12:00:00
NORTE;133;58.6;2025-05-06 12:00:00
SUDESTE;133;58.6;2025-05-06 12:00:00
SUL;133;68.5;2025-05-06 12:00:00
NORDESTE;134;58.6;2025-05-06 13:00:00
NORTE;134;58.6;2025-05-06 13:00:00
SUDESTE;134;58.6;2025-05-06 13:00:00
SUL;134;271.22;2025-05-06 13:00:00
NORDESTE;135;58.6;2025-05-06 14:00:00
NORTE;135;58.6;2025-05-06 14:00:00
SUDESTE;135;261.47;2025-05-06 14:00:00
SUL;135;273.85;2025-05-06 14:00:00
NORDESTE;136;58.6;2025-05-06 15:00:00
NORTE;136;58.6;2025-05-06 15:00:00
SUDESTE;136;271.0;2025-05-06 15:00:00
SUL;136;274.24;2025-05-06 15:00:00
NORDESTE;137;58.6;2025-05-06 16:00:00
NORTE;137;58.6;2025-05-06 16:00:00
SUDESTE;137;276.46;2025-05-06 16:00:00
SUL;137;276.47;2025-05-06 16:00:00
NORDESTE;138;58.6;2025-05-06 17:00:00
NORTE;138;58.6;2025-05-06 17:00:00
SUDESTE;138;279.92;2025-05-06 17:00:00
SUL;138;279.93;2025-05-06 17:00:00
NORDESTE;139;58.6;2025-05-06 18:00:00
NORTE;139;58.6;2025-05-06 18:00:00
SUDESTE;139;283.98;2025-05-06 18:00:00
SUL;139;283.99;2025-05-06 18:00:00
NORDESTE;140;58.6;2025-05-06 19:00:00
NORTE;140;58.6;2025-05-06 19:00:00
SUDESTE;140;282.91;2025-05-06 19:00:00
SUL;140;282.92;2025-05-06 19:00:00
NORDESTE;141;58.6;2025-05-06 20:00:00
NORTE;141;58.6;2025-05-06 20:00:00
SUDESTE;141;281.13;2025-05-06 20:00:00
SUL;141;281.14;2025-05-06 20:00:00
NORDESTE;142;58.6;2025-05-06 21:00:00
NORTE;142;58.6;2025-05-06 21:00:00
SUDESTE;142;279.35;2025-05-06 21:00:00
SUL;142;279.36;2025-05-06 21:00:00
NORDESTE;143;58.6;2025-05-06 22:00:00
NORTE;143;58.6;2025-05-06 22:00:00
SUDESTE;143;276.44;2025-05-06 22:00:00
SUL;143;276.45;2025-05-06 22:00:00
NORDESTE;144;58.6;2025-05-06 23:00:00
NORTE;144;58.6;2025-05-06 23:00:00
SUDESTE;144;273.12;2025-05-06 23:00:00
SUL;144;273.13;2025-05-06 23:00:00
NORDESTE;145;58.6;2025-05-07 00:00:00
NORTE;145;58.6;2025-05-07 00:00:00
SUDESTE;145;270.53;2025-05-07 00:00:00
SUL;145;270.54;2025-05-07 00:00:00
NORDESTE;146;58.6;2025-05-07 01:00:00
NORTE;146;58.6;2025-05-07 01:00:00
SUDESTE;146;259.74;2025-05-07 01:00:00
SUL;146;259.75;2025-05-07 01:00:00
NORDESTE;147;58.6;2025-05-07 02:00:00
NORTE;147;58.6;2025-05-07 02:00:00
SUDESTE;147;235.08;2025-05-07 02:00:00
SUL;147;235.09;2025-05-07 02:00:00
NORDESTE;148;58.6;2025-05-07 03:00:00
NORTE;148;58.6;2025-05-07 03:00:00
SUDESTE;148;230.45;2025-05-07 03:00:00
SUL;148;230.46;2025-05-07 03:00:00
NORDESTE;149;58.6;2025-05-07 04:00:00
NORTE;149;58.6;2025-05-07 04:00:00
SUDESTE;149;246.36;2025-05-07 04:00:00
SUL;149;246.37;2025-05-07 04:00:00
NORDESTE;150;58.6;2025-05-07 05:00:00
NORTE;150;58.6;2025-05-07 05:00:00
SUDESTE;150;268.77;2025-05-07 05:00:00
SUL;150;268.78;2025-05-07 05:00:00
NORDESTE;151;58.6;2025-05-07 06:00:00
NORTE;151;58.6;2025-05-07 06:00:00
SUDESTE;151;274.76;2025-05-07 06:00:00
SUL;151;274.77;2025-05-07 06:00:00
NORDESTE;152;58.6;2025-05-07 07:00:00
NORTE;152;58.6;2025-05-07 07:00:00
SUDESTE;152;273.67;2025-05-07 07:00:00
SUL;152;274.55;2025-05-07 07:00:00
NORDESTE;153;58.6;2025-05-07 08:00:00
NORTE;153;58.6;2025-05-07 08:00:00
SUDESTE;153;266.5;2025-05-07 08:00:00
SUL;153;275.07;2025-05-07 08:00:00
NORDESTE;154;58.6;2025-05-07 09:00:00
NORTE;154;58.6;2025-05-07 09:00:00
SUDESTE;154;58.6;2025-05-07 09:00:00
SUL;154;274.9;2025-05-07 09:00:00
NORDESTE;155;58.6;2025-05-07 10:00:00
NORTE;155;58.6;2025-05-07 10:00:00
SUDESTE;155;58.6;2025-05-07 10:00:00
SUL;155;274.72;2025-05-07 10:00:00
NORDESTE;156;58.6;2025-05-07 11:00:00
NORTE;156;58.6;2025-05-07 11:00:00
SUDESTE;156;58.6;2025-05-07 11:00:00
SUL;156;274.59;2025-05-07 11:00:00
NORDESTE;157;58.6;2025-05-07 12:00:00
NORTE;157;58.6;2025-05-07 12:00:00
SUDESTE;157;58.6;2025-05-07 12:00:00
SUL;157;272.39;2025-05-07 12:00:00
NORDESTE;158;58.6;2025-05-07 13:00:00
NORTE;158;58.6;2025-05-07 13:00:00
SUDESTE;158;58.6;2025-05-07 13:00:00
SUL;158;273.99;2025-05-07 13:00:00
NORDESTE;159;58.6;2025-05-07 14:00:00
NORTE;159;58.6;2025-05-07 14:00:00
SUDESTE;159;254.46;2025-05-07 14:00:00
SUL;159;274.97;2025-05-07 14:00:00
NORDESTE;160;58.6;2025-05-07 15:00:00
NORTE;160;58.6;2025-05-07 15:00:00
SUDESTE;160;270.08;2025-05-07 15:00:00
SUL;160;275.82;2025-05-07 15:00:00
NORDESTE;161;58.6;2025-05-07 16:00:00
NORTE;161;58.6;2025-05-07 16:00:00
SUDESTE;161;276.93;2025-05-07 16:00:00
SUL;161;277.97;2025-05-07 16:00:00
NORDESTE;162;58.6;2025-05-07 17:00:00
NORTE;162;58.6;2025-05-07 17:00:00
SUDESTE;162;283.12;2025-05-07 17:00:00
SUL;162;283.13;2025-05-07 17:00:00
NORDESTE;163;58.6;2025-05-07 18:00:00
NORTE;163;58.6;2025-05-07 18:00:00
SUDESTE;163;287.81;2025-05-07 18:00:00
SUL;163;287.82;2025-05-07 18:00:00
NORDESTE;164;58.6;2025-05-07 19:00:00
NORTE;164;58.6;2025-05-07 19:00:00
SUDESTE;164;287.54;2025-05-07 19:00:00
SUL;164;287.55;2025-05-07 19:00:00
NORDESTE;165;58.6;2025-05-07 20:00:00
NORTE;165;58.6;2025-05-07 20:00:00
SUDESTE;165;284.63;2025-05-07 20:00:00
SUL;165;284.64;2025-05-07 20:00:00
NORDESTE;166;58.6;2025-05-07 21:00:00
NORTE;166;58.6;2025-05-07 21:00:00
SUDESTE;166;281.87;2025-05-07 21:00:00
SUL;166;281.88;2025-05-07 21:00:00
NORDESTE;167;58.6;2025-05-07 22:00:00
NORTE;167;58.6;2025-05-07 22:00:00
SUDESTE;167;278.23;2025-05-07 22:00:00
SUL;167;278.24;2025-05-07 22:00:00
NORDESTE;168;58.6;2025-05-07 23:00:00
NORTE;168;58.6;2025-05-07 23:00:00
SUDESTE;168;274.7;2025-05-07 23:00:00
SUL;168;274.71;2025-05-07 23:00:00
NORDESTE;169;58.6;2025-05-08 00:00:00
NORTE;169;58.6;2025-05-08 00:00:00
SUDESTE;169;271.15;2025-05-08 00:00:00
SUL;169;271.16;2025-05-08 00:00:00
